"catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"4362","NA","North America",,
"4381","NA","North America",,
"4386","NA","North America",,
"4385","NA","North America",,
"4384","NA","North America",,
"4383","NA","North America",,
"4370","NA","North America",,
"4382","NA","North America",,
"4369","NA","North America",,
"4380","NA","North America",,
"4379","NA","North America",,
"4378","NA","North America",,
"4377","NA","North America",,
"4363","NA","North America",,
"4371","NA","North America",,
"4373","NA","North America",,
"4261","NA","North America",,
"4396","NA","North America",,
"1941","NA","North America",,
"1942","NA","North America",,
"1943","NA","North America",,
"4193","NA","North America",,
"1816","NA","North America",,
"4430","NA","North America",,
"1944","NA","North America",,
"1922","NA","North America",,
"1931","NA","North America",,
"1930","NA","North America",,
"1929","NA","North America",,
"1928","NA","North America",,
"1927","NA","North America",,
"1926","NA","North America",,
"1925","NA","North America",,
"4204","NA","North America",,
"1920","NA","North America",,
"4431","NA","North America",,
"4203","NA","North America",,
"4429","NA","North America",,
"4428","NA","North America",,
"4427","NA","North America",,
"4426","NA","North America",,
"1939","NA","North America",,
"1940","NA","North America",,
"1923","NA","North America",,
"1938","NA","North America",,
"1921","NA","North America",,
"1919","NA","North America",,
"3867","NA","North America",,
"4432","NA","North America",,
"4424","NA","North America",,
"4202","NA","North America",,
"4201","NA","North America",,
"4199","NA","North America",,
"4197","NA","North America",,
"4196","NA","North America",,
"4195","NA","North America",,
"4194","NA","North America",,
"4229","NA","North America",,
"4412","NA","North America",,
"4423","NA","North America",,
"4200","NA","North America",,
"1945","NA","North America",,
"1924","NA","North America",,
"4230","NA","North America",,
"4231","NA","North America",,
"4232","NA","North America",,
"1191","NA","North America",,
"1192","NA","North America",,
"1193","NA","North America",,
"1194","NA","North America",,
"4425","NA","North America",,
"1916","NA","North America",,
"4227","NA","North America",,
"4415","NA","North America",,
"4416","NA","North America",,
"4228","NA","North America",,
"4422","NA","North America",,
"4198","NA","North America",,
"4417","NA","North America",,
"4413","NA","North America",,
"1918","NA","North America",,
"4414","NA","North America",,
"1917","NA","North America",,
"4421","NA","North America",,
"4399","NA","North America",,
"1915","NA","North America",,
"4420","NA","North America",,
"4398","NA","North America",,
"4419","NA","North America",,
"4397","NA","North America",,
"4418","NA","North America",,
"4400","NA","North America",,
"6169","NA","North America",,
"6172","NA","North America",,
"6168","NA","North America",,
"6171","NA","North America",,
"6136","NA","North America",,
"5810","NA","North America",,
"6170","NA","North America",,
"6134","NA","North America",,
"6135","NA","North America",,
"4315","NA","North America",,
"3257","NA","North America",,
"3258","NA","North America",,
"195","NA","North America",,
"194","NA","North America",,
"38","NA","North America",,
"39","NA","North America",,
"41","NA","North America",,
"171","NA","North America",,
"42","NA","North America",,
"193","NA","North America",,
"47","NA","North America",,
"43","NA","North America",,
"44","NA","North America",,
"40","NA","North America",,
"233","NA","North America",,
"188","NA","North America",,
"48","NA","North America",,
"186","NA","North America",,
"185","NA","North America",,
"192","NA","North America",,
"184","NA","North America",,
"189","NA","North America",,
"187","NA","North America",,
"46","NA","North America",,
"45","NA","North America",,
"190","NA","North America",,
"191","NA","North America",,
"232","NA","North America",,
"231","NA","North America",,
"230","NA","North America",,
"183","NA","North America",,
"1169","NA","North America",,
"1726","NA","North America",,
"165","NA","North America",,
"1167","NA","North America",,
"1133","NA","North America",,
"1170","NA","North America",,
"1168","NA","North America",,
"1134","NA","North America",,
"166","NA","North America",,
"167","NA","North America",,
"1132","NA","North America",,
"1374","NA","North America",,
"1375","NA","North America",,
"1376","NA","North America",,
"1377","NA","North America",,
"1171","NA","North America",,
"1688","NA","North America",,
"1184","NA","North America",,
"1697","NA","North America",,
"1695","NA","North America",,
"1694","NA","North America",,
"1185","NA","North America",,
"1186","NA","North America",,
"1693","NA","North America",,
"1692","NA","North America",,
"1691","NA","North America",,
"1183","NA","North America",,
"1689","NA","North America",,
"1698","NA","North America",,
"1687","NA","North America",,
"1686","NA","North America",,
"1685","NA","North America",,
"1684","NA","North America",,
"1683","NA","North America",,
"1172","NA","North America",,
"1173","NA","North America",,
"168","NA","North America",,
"1725","NA","North America",,
"1690","NA","North America",,
"1182","NA","North America",,
"169","NA","North America",,
"1553","NA","North America",,
"1699","NA","North America",,
"170","NA","North America",,
"1179","NA","North America",,
"1181","NA","North America",,
"1700","NA","North America",,
"1696","NA","North America",,
"1401","NA","North America",,
"1781","NA","North America",,
"2365","NA","North America",,
"2913","NA","North America",,
"1655","NA","North America",,
"2915","NA","North America",,
"2912","NA","North America",,
"2914","NA","North America",,
"2364","NA","North America",,
"5822","NA","North America",,
"1229","NA","North America",,
"1228","NA","North America",,
"3255","NA","North America",,
"3256","NA","North America",,
"2205","NA","North America",,
"3261","NA","North America",,
"3262","NA","North America",,
"3424","NA","North America",,
"4291","NA","North America",,
"4309","NA","North America",,
"4292","NA","North America",,
"3422","NA","North America",,
"3419","NA","North America",,
"3423","NA","North America",,
"4307","NA","North America",,
"3421","NA","North America",,
"3420","NA","North America",,
"2223","NA","North America",,
"4308","NA","North America",,
"1151","NA","North America",,
"1156","NA","North America",,
"1152","NA","North America",,
"1150","NA","North America",,
"1137","NA","North America",,
"1569","NA","North America",,
"1570","NA","North America",,
"1153","NA","North America",,
"1143","NA","North America",,
"1136","NA","North America",,
"1142","NA","North America",,
"1141","NA","North America",,
"1138","NA","North America",,
"1139","NA","North America",,
"1154","NA","North America",,
"1140","NA","North America",,
"1155","NA","North America",,
"1147","NA","North America",,
"1148","NA","North America",,
"1571","NA","North America",,
"1149","NA","North America",,
"1157","NA","North America",,
"1146","NA","North America",,
"1113","NA","North America",,
"2125","NA","North America",,
"2124","NA","North America",,
"2890","NA","North America",,
"1112","NA","North America",,
"1114","NA","North America",,
"1115","NA","North America",,
"1116","NA","North America",,
"1117","NA","North America",,
"2020","NA","North America",,
"2019","NA","North America",,
"2889","NA","North America",,
"1111","NA","North America",,
"2894","NA","North America",,
"2903","NA","North America",,
"2902","NA","North America",,
"2901","NA","North America",,
"2900","NA","North America",,
"2899","NA","North America",,
"2645","NA","North America",,
"2898","NA","North America",,
"2897","NA","North America",,
"2908","NA","North America",,
"2895","NA","North America",,
"2907","NA","North America",,
"2893","NA","North America",,
"2892","NA","North America",,
"2891","NA","North America",,
"2636","NA","North America",,
"2013","NA","North America",,
"2909","NA","North America",,
"2014","NA","North America",,
"2015","NA","North America",,
"2896","NA","North America",,
"2642","NA","North America",,
"2017","NA","North America",,
"2016","NA","North America",,
"2012","NA","North America",,
"2011","NA","North America",,
"2010","NA","North America",,
"2637","NA","North America",,
"2638","NA","North America",,
"2639","NA","North America",,
"2904","NA","North America",,
"2641","NA","North America",,
"2905","NA","North America",,
"2643","NA","North America",,
"2933","NA","North America",,
"2644","NA","North America",,
"2932","NA","North America",,
"2910","NA","North America",,
"2009","NA","North America",,
"2008","NA","North America",,
"2007","NA","North America",,
"2018","NA","North America",,
"2640","NA","North America",,
"1500","NA","North America",,
"2132","NA","North America",,
"2620","NA","North America",,
"1507","NA","North America",,
"1506","NA","North America",,
"1505","NA","North America",,
"1504","NA","North America",,
"1503","NA","North America",,
"2618","NA","North America",,
"1501","NA","North America",,
"2617","NA","North America",,
"1498","NA","North America",,
"2635","NA","North America",,
"1496","NA","North America",,
"1495","NA","North America",,
"1494","NA","North America",,
"1493","NA","North America",,
"1492","NA","North America",,
"1076","NA","North America",,
"1502","NA","North America",,
"2609","NA","North America",,
"1889","NA","North America",,
"1890","NA","North America",,
"1891","NA","North America",,
"1892","NA","North America",,
"1893","NA","North America",,
"2605","NA","North America",,
"2606","NA","North America",,
"2619","NA","North America",,
"2608","NA","North America",,
"1497","NA","North America",,
"2610","NA","North America",,
"2611","NA","North America",,
"2612","NA","North America",,
"2613","NA","North America",,
"2906","NA","North America",,
"2614","NA","North America",,
"2615","NA","North America",,
"2616","NA","North America",,
"2607","NA","North America",,
"2131","NA","North America",,
"2129","NA","North America",,
"2128","NA","North America",,
"2127","NA","North America",,
"2911","NA","North America",,
"2126","NA","North America",,
"2621","NA","North America",,
"2622","NA","North America",,
"2623","NA","North America",,
"2130","NA","North America",,
"2625","NA","North America",,
"2626","NA","North America",,
"2627","NA","North America",,
"1499","NA","North America",,
"2628","NA","North America",,
"2629","NA","North America",,
"2630","NA","North America",,
"2631","NA","North America",,
"2632","NA","North America",,
"2633","NA","North America",,
"2634","NA","North America",,
"2624","NA","North America",,
"1305","NA","North America",,
"4344","NA","North America",,
"4343","NA","North America",,
"4342","NA","North America",,
"4341","NA","North America",,
"1160","NA","North America",,
"1158","NA","North America",,
"1159","NA","North America",,
"3267","NA","North America",,
"3268","NA","North America",,
"1177","NA","North America",,
"1947","NA","North America",,
"1948","NA","North America",,
"5824","NA","North America",,
"2137","NA","North America",,
"2109","NA","North America",,
"2136","NA","North America",,
"2104","NA","North America",,
"2138","NA","North America",,
"2139","NA","North America",,
"2140","NA","North America",,
"2141","NA","North America",,
"1128","NA","North America",,
"2108","NA","North America",,
"2107","NA","North America",,
"2142","NA","North America",,
"2105","NA","North America",,
"2103","NA","North America",,
"2102","NA","North America",,
"1129","NA","North America",,
"2101","NA","North America",,
"2100","NA","North America",,
"2099","NA","North America",,
"1180","NA","North America",,
"2098","NA","North America",,
"2097","NA","North America",,
"2106","NA","North America",,
"1239","NA","North America",,
"2247","NA","North America",,
"2246","NA","North America",,
"2245","NA","North America",,
"2244","NA","North America",,
"2243","NA","North America",,
"2242","NA","North America",,
"2241","NA","North America",,
"2240","NA","North America",,
"2239","NA","North America",,
"2238","NA","North America",,
"1189","NA","North America",,
"1188","NA","North America",,
"2237","NA","North America",,
"2143","NA","North America",,
"2233","NA","North America",,
"2096","NA","North America",,
"2144","NA","North America",,
"2058","NA","North America",,
"2145","NA","North America",,
"2146","NA","North America",,
"2236","NA","North America",,
"2232","NA","North America",,
"2133","NA","North America",,
"2234","NA","North America",,
"2235","NA","North America",,
"2134","NA","North America",,
"1241","NA","North America",,
"1240","NA","North America",,
"1187","NA","North America",,
"2231","NA","North America",,
"1127","NA","North America",,
"2022","NA","North America",,
"2021","NA","North America",,
"2070","NA","North America",,
"1125","NA","North America",,
"1126","NA","North America",,
"2090","NA","North America",,
"2089","NA","North America",,
"2088","NA","North America",,
"2087","NA","North America",,
"2086","NA","North America",,
"2085","NA","North America",,
"2092","NA","North America",,
"1161","NA","North America",,
"2025","NA","North America",,
"2083","NA","North America",,
"2082","NA","North America",,
"2081","NA","North America",,
"2080","NA","North America",,
"2079","NA","North America",,
"2078","NA","North America",,
"2077","NA","North America",,
"2076","NA","North America",,
"2075","NA","North America",,
"2074","NA","North America",,
"2073","NA","North America",,
"2072","NA","North America",,
"2084","NA","North America",,
"2061","NA","North America",,
"2094","NA","North America",,
"2093","NA","North America",,
"2091","NA","North America",,
"2071","NA","North America",,
"2057","NA","North America",,
"2056","NA","North America",,
"2055","NA","North America",,
"1130","NA","North America",,
"1131","NA","North America",,
"2135","NA","North America",,
"2039","NA","North America",,
"1166","NA","North America",,
"2023","NA","North America",,
"2060","NA","North America",,
"2024","NA","North America",,
"2062","NA","North America",,
"2063","NA","North America",,
"2064","NA","North America",,
"2065","NA","North America",,
"1238","NA","North America",,
"2066","NA","North America",,
"2067","NA","North America",,
"1093","NA","North America",,
"2068","NA","North America",,
"2069","NA","North America",,
"2026","NA","North America",,
"2095","NA","North America",,
"2059","NA","North America",,
"1627","NA","North America",,
"58","NA","North America",,
"1635","NA","North America",,
"1634","NA","North America",,
"1633","NA","North America",,
"1632","NA","North America",,
"1631","NA","North America",,
"1630","NA","North America",,
"1637","NA","North America",,
"1628","NA","North America",,
"1638","NA","North America",,
"1626","NA","North America",,
"1625","NA","North America",,
"1624","NA","North America",,
"1623","NA","North America",,
"1622","NA","North America",,
"1621","NA","North America",,
"1620","NA","North America",,
"1629","NA","North America",,
"1646","NA","North America",,
"1477","NA","North America",,
"1654","NA","North America",,
"1653","NA","North America",,
"1652","NA","North America",,
"1651","NA","North America",,
"1650","NA","North America",,
"1649","NA","North America",,
"1636","NA","North America",,
"1647","NA","North America",,
"1617","NA","North America",,
"1645","NA","North America",,
"1644","NA","North America",,
"1643","NA","North America",,
"1642","NA","North America",,
"1641","NA","North America",,
"1640","NA","North America",,
"1639","NA","North America",,
"1648","NA","North America",,
"2041","NA","North America",,
"1541","NA","North America",,
"1540","NA","North America",,
"817","NA","North America",,
"1491","NA","North America",,
"1490","NA","North America",,
"1489","NA","North America",,
"1488","NA","North America",,
"1619","NA","North America",,
"1486","NA","North America",,
"1544","NA","North America",,
"1484","NA","North America",,
"2006","NA","North America",,
"1482","NA","North America",,
"1481","NA","North America",,
"1480","NA","North America",,
"1479","NA","North America",,
"1478","NA","North America",,
"1487","NA","North America",,
"1608","NA","North America",,
"57","NA","North America",,
"1616","NA","North America",,
"1615","NA","North America",,
"1614","NA","North America",,
"1613","NA","North America",,
"1612","NA","North America",,
"1611","NA","North America",,
"1542","NA","North America",,
"1609","NA","North America",,
"1543","NA","North America",,
"1551","NA","North America",,
"1550","NA","North America",,
"1549","NA","North America",,
"1548","NA","North America",,
"1547","NA","North America",,
"1546","NA","North America",,
"1545","NA","North America",,
"1618","NA","North America",,
"1610","NA","North America",,
"1752","NA","North America",,
"59","NA","North America",,
"1760","NA","North America",,
"1759","NA","North America",,
"1758","NA","North America",,
"1757","NA","North America",,
"1756","NA","North America",,
"1755","NA","North America",,
"1762","NA","North America",,
"1753","NA","North America",,
"1763","NA","North America",,
"1751","NA","North America",,
"1750","NA","North America",,
"1749","NA","North America",,
"1724","NA","North America",,
"1723","NA","North America",,
"1722","NA","North America",,
"1721","NA","North America",,
"1754","NA","North America",,
"1771","NA","North America",,
"1780","NA","North America",,
"1779","NA","North America",,
"1778","NA","North America",,
"1777","NA","North America",,
"1776","NA","North America",,
"1775","NA","North America",,
"1774","NA","North America",,
"1761","NA","North America",,
"1772","NA","North America",,
"1718","NA","North America",,
"1770","NA","North America",,
"1769","NA","North America",,
"1768","NA","North America",,
"1767","NA","North America",,
"1766","NA","North America",,
"1765","NA","North America",,
"1764","NA","North America",,
"1773","NA","North America",,
"54","NA","North America",,
"1679","NA","North America",,
"1678","NA","North America",,
"49","NA","North America",,
"50","NA","North America",,
"51","NA","North America",,
"52","NA","North America",,
"1675","NA","North America",,
"1720","NA","North America",,
"53","NA","North America",,
"1682","NA","North America",,
"1671","NA","North America",,
"1670","NA","North America",,
"1669","NA","North America",,
"1668","NA","North America",,
"1667","NA","North America",,
"55","NA","North America",,
"56","NA","North America",,
"1674","NA","North America",,
"1709","NA","North America",,
"1483","NA","North America",,
"1717","NA","North America",,
"1716","NA","North America",,
"1715","NA","North America",,
"1714","NA","North America",,
"1713","NA","North America",,
"1712","NA","North America",,
"1680","NA","North America",,
"1710","NA","North America",,
"1681","NA","North America",,
"1708","NA","North America",,
"1707","NA","North America",,
"1706","NA","North America",,
"1705","NA","North America",,
"1704","NA","North America",,
"1703","NA","North America",,
"1702","NA","North America",,
"1719","NA","North America",,
"1711","NA","North America",,
"2043","NA","North America",,
"1380","NA","North America",,
"1379","NA","North America",,
"1378","NA","North America",,
"2035","NA","North America",,
"2036","NA","North America",,
"2037","NA","North America",,
"2038","NA","North America",,
"2051","NA","North America",,
"2042","NA","North America",,
"2032","NA","North America",,
"2044","NA","North America",,
"2045","NA","North America",,
"2046","NA","North America",,
"2047","NA","North America",,
"2048","NA","North America",,
"2049","NA","North America",,
"1393","NA","North America",,
"2040","NA","North America",,
"1383","NA","North America",,
"1392","NA","North America",,
"1391","NA","North America",,
"1390","NA","North America",,
"1389","NA","North America",,
"1476","NA","North America",,
"1387","NA","North America",,
"1485","NA","North America",,
"2034","NA","North America",,
"1384","NA","North America",,
"2033","NA","North America",,
"1382","NA","North America",,
"1381","NA","North America",,
"2027","NA","North America",,
"2028","NA","North America",,
"2029","NA","North America",,
"2030","NA","North America",,
"2031","NA","North America",,
"2052","NA","North America",,
"1385","NA","North America",,
"1230","NA","North America",,
"1998","NA","North America",,
"1242","NA","North America",,
"1237","NA","North America",,
"1236","NA","North America",,
"1235","NA","North America",,
"1234","NA","North America",,
"1233","NA","North America",,
"2050","NA","North America",,
"1231","NA","North America",,
"2248","NA","North America",,
"1999","NA","North America",,
"2000","NA","North America",,
"2001","NA","North America",,
"2002","NA","North America",,
"2003","NA","North America",,
"2004","NA","North America",,
"2005","NA","North America",,
"1232","NA","North America",,
"2251","NA","North America",,
"2053","NA","North America",,
"2054","NA","North America",,
"2258","NA","North America",,
"2257","NA","North America",,
"2256","NA","North America",,
"2255","NA","North America",,
"2254","NA","North America",,
"2363","NA","North America",,
"2252","NA","North America",,
"5123","NA","North America",,
"2250","NA","North America",,
"1961","NA","North America",,
"1962","NA","North America",,
"1964","NA","North America",,
"1965","NA","North America",,
"1966","NA","North America",,
"2249","NA","North America",,
"1388","NA","North America",,
"2253","NA","North America",,
"1453","NA","North America",,
"1446","NA","North America",,
"1459","NA","North America",,
"1394","NA","North America",,
"1457","NA","North America",,
"1456","NA","North America",,
"1460","NA","North America",,
"1454","NA","North America",,
"1461","NA","North America",,
"1452","NA","North America",,
"1451","NA","North America",,
"1450","NA","North America",,
"1449","NA","North America",,
"1448","NA","North America",,
"1447","NA","North America",,
"1455","NA","North America",,
"1468","NA","North America",,
"1475","NA","North America",,
"1474","NA","North America",,
"1473","NA","North America",,
"1472","NA","North America",,
"1471","NA","North America",,
"1386","NA","North America",,
"1469","NA","North America",,
"1458","NA","North America",,
"1467","NA","North America",,
"1466","NA","North America",,
"1465","NA","North America",,
"1464","NA","North America",,
"1463","NA","North America",,
"1462","NA","North America",,
"1470","NA","North America",,
"2261","NA","North America",,
"1426","NA","North America",,
"1425","NA","North America",,
"1424","NA","North America",,
"1445","NA","North America",,
"1423","NA","North America",,
"1427","NA","North America",,
"2268","NA","North America",,
"2267","NA","North America",,
"2266","NA","North America",,
"2265","NA","North America",,
"2264","NA","North America",,
"2262","NA","North America",,
"2260","NA","North America",,
"2259","NA","North America",,
"1435","NA","North America",,
"1444","NA","North America",,
"1440","NA","North America",,
"1395","NA","North America",,
"1439","NA","North America",,
"1438","NA","North America",,
"2263","NA","North America",,
"1436","NA","North America",,
"1428","NA","North America",,
"1434","NA","North America",,
"1433","NA","North America",,
"1432","NA","North America",,
"1431","NA","North America",,
"1430","NA","North America",,
"1429","NA","North America",,
"1437","NA","North America",,
"5747","NA","North America",,
"5752","NA","North America",,
"5753","NA","North America",,
"5754","NA","North America",,
"5755","NA","North America",,
"5756","NA","North America",,
"5809","NA","North America",,
"5782","NA","North America",,
"5751","NA","North America",,
"5750","NA","North America",,
"5748","NA","North America",,
"5746","NA","North America",,
"5745","NA","North America",,
"5743","NA","North America",,
"5742","NA","North America",,
"5741","NA","North America",,
"5740","NA","North America",,
"5739","NA","North America",,
"5744","NA","North America",,
"5749","NA","North America",,
"5622","NA","North America",,
"5312","NA","North America",,
"2651","NA","North America",,
"728","NA","North America",,
"709","NA","North America",,
"710","NA","North America",,
"2653","NA","North America",,
"2652","NA","North America",,
"713","NA","North America",,
"1985","NA","North America",,
"723","NA","North America",,
"722","NA","North America",,
"721","NA","North America",,
"720","NA","North America",,
"719","NA","North America",,
"718","NA","North America",,
"717","NA","North America",,
"716","NA","North America",,
"726","NA","North America",,
"714","NA","North America",,
"2650","NA","North America",,
"712","NA","North America",,
"727","NA","North America",,
"724","NA","North America",,
"725","NA","North America",,
"711","NA","North America",,
"2646","NA","North America",,
"2647","NA","North America",,
"2648","NA","North America",,
"2649","NA","North America",,
"715","NA","North America",,
"1529","NA","North America",,
"1402","NA","North America",,
"1400","NA","North America",,
"1399","NA","North America",,
"1398","NA","North America",,
"1397","NA","North America",,
"1396","NA","North America",,
"1523","NA","North America",,
"1524","NA","North America",,
"1525","NA","North America",,
"1526","NA","North America",,
"1527","NA","North America",,
"1980","NA","North America",,
"1987","NA","North America",,
"1405","NA","North America",,
"1530","NA","North America",,
"1531","NA","North America",,
"1967","NA","North America",,
"1968","NA","North America",,
"1973","NA","North America",,
"1974","NA","North America",,
"1975","NA","North America",,
"1976","NA","North America",,
"1977","NA","North America",,
"1978","NA","North America",,
"1522","NA","North America",,
"1528","NA","North America",,
"1417","NA","North America",,
"1520","NA","North America",,
"1519","NA","North America",,
"1518","NA","North America",,
"1517","NA","North America",,
"1516","NA","North America",,
"1515","NA","North America",,
"1514","NA","North America",,
"1513","NA","North America",,
"1422","NA","North America",,
"1421","NA","North America",,
"1420","NA","North America",,
"1403","NA","North America",,
"1418","NA","North America",,
"1404","NA","North America",,
"1416","NA","North America",,
"1415","NA","North America",,
"1414","NA","North America",,
"1413","NA","North America",,
"1412","NA","North America",,
"1411","NA","North America",,
"1410","NA","North America",,
"1409","NA","North America",,
"1408","NA","North America",,
"1407","NA","North America",,
"1406","NA","North America",,
"1981","NA","North America",,
"1419","NA","North America",,
"163","NA","North America",,
"152","NA","North America",,
"153","NA","North America",,
"154","NA","North America",,
"155","NA","North America",,
"156","NA","North America",,
"1982","NA","North America",,
"158","NA","North America",,
"1979","NA","North America",,
"160","NA","North America",,
"151","NA","North America",,
"162","NA","North America",,
"157","NA","North America",,
"164","NA","North America",,
"1534","NA","North America",,
"1535","NA","North America",,
"1536","NA","North America",,
"1537","NA","North America",,
"1538","NA","North America",,
"1539","NA","North America",,
"2110","NA","North America",,
"2111","NA","North America",,
"161","NA","North America",,
"1991","NA","North America",,
"1983","NA","North America",,
"1984","NA","North America",,
"1532","NA","North America",,
"1986","NA","North America",,
"1988","NA","North America",,
"159","NA","North America",,
"1990","NA","North America",,
"150","NA","North America",,
"1992","NA","North America",,
"1993","NA","North America",,
"147","NA","North America",,
"149","NA","North America",,
"1989","NA","North America",,
"148","NA","North America",,
"146","NA","North America",,
"145","NA","North America",,
"1533","NA","North America",,
"1995","NA","North America",,
"1994","NA","North America",,
"144","NA","North America",,
"5314","NA","North America",,
"1509","NA","North America",,
"1195","NA","North America",,
"1701","NA","North America",,
"1677","NA","North America",,
"1676","NA","North America",,
"1666","NA","North America",,
"1508","NA","North America",,
"1512","NA","North America",,
"1196","NA","North America",,
"1094","NA","North America",,
"1165","NA","North America",,
"1164","NA","North America",,
"4306","NA","North America",,
"181","NA","North America",,
"4305","NA","North America",,
"172","NA","North America",,
"3725","NA","North America",,
"3726","NA","North America",,
"3727","NA","North America",,
"3728","NA","North America",,
"3729","NA","North America",,
"3730","NA","North America",,
"3731","NA","North America",,
"176","NA","North America",,
"175","NA","North America",,
"179","NA","North America",,
"173","NA","North America",,
"4290","NA","North America",,
"5315","NA","North America",,
"2183","NA","North America",,
"182","NA","North America",,
"3391","NA","North America",,
"180","NA","North America",,
"178","NA","North America",,
"177","NA","North America",,
"4287","NA","North America",,
"4288","NA","North America",,
"4289","NA","North America",,
"174","NA","North America",,
"1589","NA","North America",,
"1900","NA","North America",,
"1901","NA","North America",,
"1902","NA","North America",,
"1914","NA","North America",,
"1601","NA","North America",,
"1600","NA","North America",,
"1599","NA","North America",,
"1598","NA","North America",,
"1597","NA","North America",,
"1596","NA","North America",,
"1595","NA","North America",,
"1594","NA","North America",,
"2187","NA","North America",,
"1590","NA","North America",,
"1899","NA","North America",,
"1588","NA","North America",,
"1587","NA","North America",,
"1586","NA","North America",,
"1585","NA","North America",,
"1584","NA","North America",,
"1583","NA","North America",,
"1582","NA","North America",,
"1581","NA","North America",,
"1580","NA","North America",,
"1579","NA","North America",,
"1815","NA","North America",,
"1814","NA","North America",,
"1813","NA","North America",,
"1592","NA","North America",,
"1850","NA","North America",,
"2186","NA","North America",,
"2185","NA","North America",,
"1800","NA","North America",,
"1799","NA","North America",,
"2184","NA","North America",,
"1798","NA","North America",,
"1797","NA","North America",,
"1796","NA","North America",,
"1795","NA","North America",,
"1946","NA","North America",,
"1855","NA","North America",,
"1854","NA","North America",,
"1853","NA","North America",,
"1672","NA","North America",,
"1741","NA","North America",,
"1832","NA","North America",,
"1898","NA","North America",,
"1736","NA","North America",,
"1737","NA","North America",,
"1738","NA","North America",,
"1852","NA","North America",,
"1740","NA","North America",,
"1851","NA","North America",,
"1897","NA","North America",,
"1896","NA","North America",,
"1895","NA","North America",,
"1894","NA","North America",,
"1742","NA","North America",,
"1673","NA","North America",,
"1739","NA","North America",,
"4319","NA","North America",,
"1263","NA","North America",,
"1176","NA","North America",,
"1163","NA","North America",,
"1110","NA","North America",,
"1109","NA","North America",,
"1108","NA","North America",,
"1107","NA","North America",,
"1106","NA","North America",,
"1105","NA","North America",,
"1104","NA","North America",,
"1103","NA","North America",,
"1102","NA","North America",,
"1101","NA","North America",,
"1246","NA","North America",,
"1269","NA","North America",,
"1292","NA","North America",,
"1291","NA","North America",,
"1290","NA","North America",,
"1289","NA","North America",,
"1288","NA","North America",,
"1226","NA","North America",,
"1270","NA","North America",,
"1293","NA","North America",,
"1268","NA","North America",,
"1267","NA","North America",,
"1266","NA","North America",,
"1265","NA","North America",,
"1264","NA","North America",,
"1247","NA","North America",,
"1287","NA","North America",,
"1261","NA","North America",,
"1593","NA","North America",,
"1831","NA","North America",,
"1812","NA","North America",,
"1811","NA","North America",,
"1810","NA","North America",,
"1809","NA","North America",,
"1808","NA","North America",,
"1807","NA","North America",,
"1806","NA","North America",,
"1805","NA","North America",,
"1804","NA","North America",,
"1803","NA","North America",,
"1802","NA","North America",,
"1190","NA","North America",,
"1255","NA","North America",,
"1248","NA","North America",,
"1249","NA","North America",,
"1250","NA","North America",,
"1251","NA","North America",,
"1252","NA","North America",,
"1244","NA","North America",,
"1254","NA","North America",,
"1243","NA","North America",,
"1256","NA","North America",,
"1257","NA","North America",,
"1258","NA","North America",,
"1259","NA","North America",,
"1260","NA","North America",,
"1262","NA","North America",,
"1253","NA","North America",,
"2198","NA","North America",,
"2196","NA","North America",,
"2203","NA","North America",,
"1281","NA","North America",,
"1283","NA","North America",,
"1284","NA","North America",,
"1285","NA","North America",,
"2195","NA","North America",,
"1591","NA","North America",,
"1280","NA","North America",,
"2199","NA","North America",,
"2200","NA","North America",,
"2201","NA","North America",,
"2202","NA","North America",,
"1801","NA","North America",,
"1286","NA","North America",,
"2204","NA","North America",,
"2197","NA","North America",,
"1277","NA","North America",,
"2189","NA","North America",,
"2190","NA","North America",,
"2191","NA","North America",,
"2194","NA","North America",,
"2188","NA","North America",,
"1278","NA","North America",,
"2192","NA","North America",,
"1276","NA","North America",,
"1275","NA","North America",,
"1274","NA","North America",,
"1282","NA","North America",,
"1273","NA","North America",,
"1272","NA","North America",,
"1271","NA","North America",,
"2193","NA","North America",,
"1279","NA","North America",,
"2354","NA","North America",,
"2175","NA","North America",,
"2174","NA","North America",,
"2173","NA","North America",,
"2355","NA","North America",,
"2172","NA","North America",,
"2176","NA","North America",,
"2170","NA","North America",,
"2226","NA","North America",,
"2310","NA","North America",,
"2353","NA","North America",,
"2352","NA","North America",,
"2171","NA","North America",,
"740","NA","North America",,
"729","NA","North America",,
"730","NA","North America",,
"731","NA","North America",,
"732","NA","North America",,
"733","NA","North America",,
"734","NA","North America",,
"735","NA","North America",,
"736","NA","North America",,
"2224","NA","North America",,
"738","NA","North America",,
"2356","NA","North America",,
"118","NA","North America",,
"742","NA","North America",,
"743","NA","North America",,
"2323","NA","North America",,
"2324","NA","North America",,
"2228","NA","North America",,
"2227","NA","North America",,
"2225","NA","North America",,
"2362","NA","North America",,
"737","NA","North America",,
"133","NA","North America",,
"140","NA","North America",,
"127","NA","North America",,
"128","NA","North America",,
"129","NA","North America",,
"130","NA","North America",,
"131","NA","North America",,
"125","NA","North America",,
"132","NA","North America",,
"2281","NA","North America",,
"134","NA","North America",,
"135","NA","North America",,
"136","NA","North America",,
"137","NA","North America",,
"138","NA","North America",,
"2351","NA","North America",,
"2280","NA","North America",,
"2329","NA","North America",,
"119","NA","North America",,
"120","NA","North America",,
